call,node_depth,var,score,num_candidates,time
3019,24,t_x_85,0.3329427103660081,40,104.274441
3020,25,t_x_86,0.33251677012533615,39,104.307868
3021,26,t_x_417,0.33220260282135483,38,104.330038
3022,27,t_x_333,0.3316796543199385,37,104.352427
3023,28,t_x_361,0.33157642028416945,36,104.374666
3024,29,t_x_75,0.3306908869598732,35,104.396994
3025,30,t_x_37,0.32979972676975927,34,104.418185
3026,31,t_x_129,0.3285813450795422,33,104.439462
3027,32,t_x_176,0.32783752541092237,32,104.461074
3028,33,t_x_71,0.32765571981761243,31,104.482159
3029,34,t_x_79,0.3273105193088242,30,104.503553
3030,35,t_x_19,0.32721141007081767,29,104.535163
3031,36,t_x_301,0.32545457191610666,28,104.555848
3032,21,t_x_80,0.33654528594539296,103,104.592086
3033,22,t_x_78,0.33629539686852905,37,104.637800
3034,23,t_x_20,0.3353069744273539,36,104.670215
3035,24,t_x_64,0.33373433301465677,35,104.702596
3036,25,t_x_85,0.3329427103660081,34,104.724499
3037,26,t_x_102,0.3327795616365271,33,104.756907
3038,27,t_x_86,0.33251677012533615,32,104.778899
3039,28,t_x_333,0.3316796543199385,31,104.799883
3040,29,t_x_75,0.3306908869598732,30,104.821010
3041,30,t_x_66,0.32837626014866994,29,104.852375
3042,31,t_x_122,0.3281171678472218,28,104.873581
3043,22,t_x_330,0.3364988573519652,102,104.910881
3044,23,t_x_78,0.33629539686852905,101,104.943497
3045,24,t_x_64,0.33373433301465677,41,104.989671
3046,25,t_x_85,0.3329427103660081,40,105.012239
3047,26,t_x_86,0.33251677012533615,39,105.050889
3048,27,t_x_417,0.33220260282135483,38,105.073625
3049,28,t_x_133,0.3319127428670663,37,105.096244
3050,29,t_x_333,0.3316796543199385,36,105.118706
3051,30,t_x_75,0.3306908869598732,35,105.140237
3052,31,t_x_411,0.32753300194262525,34,105.172680
3053,32,t_x_172,0.32742867952012167,33,105.194612
3054,33,t_x_79,0.3273105193088242,32,105.215920
3055,34,t_x_19,0.32721141007081767,31,105.238227
3056,35,t_x_132,0.3268587771808999,30,105.258698
3057,36,t_x_341,0.32680349009166004,29,105.279823
3058,37,t_x_301,0.32545457191610666,28,105.301065
3059,38,t_x_77,0.33679519038950717,412,105.356225
3060,39,t_x_80,0.33654528594539296,85,105.510952
3061,40,t_x_372,0.33630744661103745,38,105.555227
3062,41,t_x_78,0.33629539686852905,37,105.578690
3063,42,t_x_20,0.3353069744273539,36,105.612216
3064,43,t_x_85,0.3329427103660081,35,105.633654
3065,44,t_x_86,0.33251677012533615,34,105.666188
3066,45,t_x_333,0.3316796543199385,33,105.698834
3067,46,t_x_75,0.3306908869598732,32,105.733334
3068,47,t_x_79,0.3273105193088242,31,105.756634
3069,48,t_x_237,0.32638683091703363,30,105.777964
3070,49,t_x_245,0.32478719540614975,29,105.800039
3071,50,t_x_41,0.32432807218660503,28,105.821401
3072,40,t_x_372,0.33630744661103745,84,105.858572
3073,41,t_x_78,0.33629539686852905,83,105.912238
3074,42,t_x_85,0.3329427103660081,34,105.955752
3075,43,t_x_86,0.33251677012533615,33,105.988320
3076,44,t_x_417,0.33220260282135483,32,106.009252
3077,45,t_x_333,0.3316796543199385,31,106.030936
3078,46,t_x_75,0.3306908869598732,30,106.052343
3079,47,t_x_79,0.3273105193088242,29,106.082929
3080,48,t_x_19,0.32721141007081767,28,106.103821
3081,42,t_x_20,0.3353069744273539,82,106.138901
3082,43,t_x_85,0.3329427103660081,81,106.191747
3083,44,t_x_86,0.33251677012533615,38,106.230965
3084,45,t_x_333,0.3316796543199385,37,106.263989
3085,46,t_x_75,0.3306908869598732,36,106.286208
3086,47,t_x_37,0.32979972676975927,35,106.318164
3087,48,t_x_129,0.3285813450795422,34,106.339682
3088,49,t_x_176,0.32783752541092237,33,106.361129
3089,50,t_x_71,0.32765571981761243,32,106.385893
3090,51,t_x_79,0.3273105193088242,31,106.407641
3091,52,t_x_19,0.32721141007081767,30,106.439606
3092,53,t_x_234,0.32669830148764506,29,106.460250
3093,54,t_x_22,0.32643339157926643,28,106.481750
3094,44,t_x_86,0.33251677012533615,80,106.516596
3095,45,t_x_361,0.33157642028416945,31,106.555159
3096,46,t_x_75,0.3306908869598732,30,106.576475
3097,47,t_x_129,0.3285813450795422,29,106.596461
3098,48,t_x_79,0.3273105193088242,28,106.617422
3099,45,t_x_417,0.33220260282135483,79,106.662476
3100,46,t_x_333,0.3316796543199385,78,106.690635
3101,47,t_x_361,0.33157642028416945,77,106.718016
3102,48,t_x_75,0.3306908869598732,76,106.744988
3103,49,t_x_37,0.32979972676975927,75,106.796971
3104,50,t_x_201,0.3291212094295495,74,106.846000
3105,51,t_x_129,0.3285813450795422,73,106.873900
3106,52,t_x_367,0.32833040353733933,72,106.900892
3107,53,t_x_374,0.32811552122135923,71,106.927685
3108,54,t_x_176,0.32783752541092237,70,106.953964
3109,55,t_x_71,0.32765571981761243,69,107.002961
3110,56,t_x_79,0.3273105193088242,68,107.032017
3111,57,t_x_19,0.32721141007081767,67,107.080060
3112,58,t_x_234,0.32669830148764506,66,107.125533
3113,59,t_x_22,0.32643339157926643,65,107.152553
3114,60,t_x_237,0.32638683091703363,64,107.196922
3115,61,t_x_301,0.32545457191610666,63,107.222968
3116,62,t_x_245,0.32478719540614975,62,107.250807
3117,63,t_x_41,0.32432807218660503,61,107.276638
3118,64,t_x_167,0.3242644250523776,60,107.321201
3119,65,t_x_253,0.3240743066028985,59,107.348610
3120,66,t_x_225,0.32404935223887216,58,107.373808
3121,67,t_x_74,0.323802536529808,57,107.399812
3122,68,t_x_130,0.3237189430626469,56,107.424688
3123,69,t_x_35,0.323694450763153,55,107.449387
3124,70,t_x_131,0.32326796846853334,54,107.475141
3125,71,t_x_36,0.32315741763196254,53,107.500066
3126,72,t_x_415,0.32298385976283783,52,107.524853
3127,73,t_x_27,0.3226116951650698,51,107.550313
3128,74,t_x_368,0.32082819954508945,50,107.586765
3129,75,t_x_324,0.3205857039195655,49,107.611032
3130,76,t_x_249,0.3203398526266621,48,107.635653
3131,77,t_x_272,0.3200110872880186,47,107.659622
3132,78,t_x_371,0.31997869627072717,46,107.683664
3133,79,t_x_280,0.31990873351166077,45,107.707600
3134,80,t_x_29,0.31970262399898997,44,107.739992
3135,81,t_x_319,0.3196661549508256,43,107.766694
3136,82,t_x_255,0.31961596194100095,42,107.790544
3137,83,t_x_312,0.31948945754507085,41,107.814396
3138,84,t_x_252,0.31946986491772833,40,107.837121
3139,85,t_x_160,0.31941654628814786,39,107.860443
3140,86,t_x_32,0.31928257804655796,38,107.883601
3141,87,t_x_281,0.3191887990043659,37,107.905949
3142,88,t_x_329,0.3191806753137926,36,107.929043
3143,89,t_x_250,0.31910493517402994,35,107.951811
3144,90,t_x_246,0.3190836364520209,34,107.974203
3145,91,t_x_414,0.31898229808373346,33,107.996292
3146,92,t_x_70,0.31875483678757077,32,108.018773
3147,93,t_x_406,0.3187332588205406,31,108.040690
3148,94,t_x_263,0.318706573347225,30,108.062645
3149,39,t_x_21,0.33674725056917193,411,108.125379
3150,40,t_x_20,0.3353069744273539,74,108.285675
3151,41,t_x_102,0.3327795616365271,34,108.320799
3152,42,t_x_75,0.3306908869598732,33,108.343081
3153,43,t_x_150,0.3286823076073712,32,108.364547
3154,44,t_x_45,0.32813523944670725,31,108.386295
3155,45,t_x_400,0.3277550551348225,30,108.407590
3156,46,t_x_19,0.32721141007081767,29,108.429003
3157,47,t_x_15,0.3268669079888928,28,108.459233
3158,41,t_x_102,0.3327795616365271,73,108.502895
3159,42,t_x_361,0.33157642028416945,72,108.529912
3160,43,t_x_75,0.3306908869598732,71,108.556432
3161,44,t_x_201,0.3291212094295495,70,108.603653
3162,45,t_x_150,0.3286823076073712,69,108.631042
3163,46,t_x_153,0.32837066835719786,68,108.659584
3164,47,t_x_45,0.32813523944670725,67,108.704956
3165,48,t_x_270,0.32783001401543077,66,108.750100
3166,49,t_x_400,0.3277550551348225,65,108.795924
3167,50,t_x_79,0.3273105193088242,64,108.821092
3168,51,t_x_19,0.32721141007081767,63,108.865459
3169,52,t_x_15,0.3268669079888928,34,108.895450
3170,53,t_x_132,0.3268587771808999,33,108.927824
3171,54,t_x_22,0.32643339157926643,32,108.949893
3172,55,t_x_369,0.3257086592576262,31,108.981560
3173,56,t_x_18,0.3246724231025938,30,109.003243
3174,57,t_x_16,0.3238783027854283,29,109.034647
3175,58,t_x_419,0.323059624125218,28,109.069504
3176,52,t_x_15,0.3268669079888928,62,109.104818
3177,53,t_x_132,0.3268587771808999,29,109.135740
3178,54,t_x_22,0.32643339157926643,28,109.157305
3179,53,t_x_132,0.3268587771808999,61,109.200773
3180,54,t_x_101,0.32643855400786287,60,109.226667
3181,55,t_x_22,0.32643339157926643,59,109.252459
3182,56,t_x_369,0.3257086592576262,32,109.282173
3183,57,t_x_18,0.3246724231025938,31,109.303550
3184,58,t_x_16,0.3238783027854283,30,109.335589
3185,59,t_x_300,0.32343917332278554,29,109.367015
3186,60,t_x_131,0.32326796846853334,28,109.388502
3187,56,t_x_369,0.3257086592576262,58,109.422698
3188,57,t_x_301,0.32545457191610666,57,109.448046
3189,58,t_x_366,0.32490447930058935,56,109.490119
3190,59,t_x_18,0.3246724231025938,55,109.515633
3191,60,t_x_16,0.3238783027854283,54,109.558331
3192,61,t_x_300,0.32343917332278554,53,109.599607
3193,62,t_x_131,0.32326796846853334,52,109.638879
3194,63,t_x_59,0.3230693864089372,51,109.663920
3195,64,t_x_419,0.323059624125218,50,109.688183
3196,65,t_x_27,0.3226116951650698,49,109.712216
3197,66,t_x_6,0.32156760061632716,48,109.747507
3198,67,t_x_368,0.32082819954508945,47,109.772175
3199,68,t_x_409,0.32060591343907036,46,109.796238
3200,69,t_x_162,0.32046107090717313,45,109.819381
3201,70,t_x_128,0.3201485176076543,44,109.843210
3202,71,t_x_272,0.3200110872880186,43,109.866639
3203,72,t_x_158,0.3198822175572763,42,109.889536
3204,73,t_x_29,0.31970262399898997,41,109.911943
3205,74,t_x_282,0.3196933056683402,40,109.945656
3206,75,t_x_93,0.31969098511900007,39,109.968257
3207,76,t_x_28,0.31963977817813943,38,109.991442
3208,77,t_x_370,0.3195182550040618,37,110.013326
3209,78,t_x_312,0.31948945754507085,36,110.036875
3210,79,t_x_252,0.31946986491772833,35,110.058816
3211,80,t_x_279,0.3193139926659193,34,110.082103
3212,81,t_x_414,0.31898229808373346,33,110.104519
3213,82,t_x_9,0.31880382724696477,32,110.127556
3214,83,t_x_310,0.3186284145331494,31,110.150469
3215,84,t_x_278,0.31856550808332806,30,110.171825
3216,24,t_x_20,0.3353069744273539,100,110.219744
3217,25,t_x_85,0.3329427103660081,30,110.262572
3218,26,t_x_102,0.3327795616365271,29,110.293770
3219,27,t_x_86,0.33251677012533615,28,110.314603
3220,25,t_x_64,0.33373433301465677,99,110.350325
3221,26,t_x_85,0.3329427103660081,98,110.408530
3222,27,t_x_86,0.33251677012533615,42,110.450323
3223,28,t_x_133,0.3319127428670663,41,110.484338
3224,29,t_x_333,0.3316796543199385,40,110.506607
3225,30,t_x_75,0.3306908869598732,39,110.528525
3226,31,t_x_37,0.32979972676975927,38,110.551189
3227,32,t_x_97,0.3290778133744423,37,110.572541
3228,33,t_x_129,0.3285813450795422,36,110.594174
3229,34,t_x_122,0.3281171678472218,35,110.615570
3230,35,t_x_176,0.32783752541092237,34,110.636678
3231,36,t_x_71,0.32765571981761243,33,110.657794
3232,37,t_x_331,0.3274126242838769,32,110.678748
3233,38,t_x_79,0.3273105193088242,31,110.699854
3234,39,t_x_19,0.32721141007081767,30,110.730822
3235,40,t_x_301,0.32545457191610666,29,110.751336
3236,41,t_x_366,0.32490447930058935,28,110.772119
3237,27,t_x_102,0.3327795616365271,97,110.807507
3238,28,t_x_86,0.33251677012533615,96,110.865102
3239,29,t_x_361,0.33157642028416945,35,110.912505
3240,30,t_x_75,0.3306908869598732,34,110.933724
3241,31,t_x_129,0.3285813450795422,33,110.965429
3242,32,t_x_62,0.32853857799150243,32,110.986975
3243,33,t_x_122,0.3281171678472218,31,111.008170
3244,34,t_x_79,0.3273105193088242,30,111.028700
3245,35,t_x_19,0.32721141007081767,29,111.049247
3246,36,t_x_132,0.3268587771808999,28,111.069897
3247,29,t_x_417,0.33220260282135483,95,111.106039
3248,30,t_x_133,0.3319127428670663,94,111.135188
3249,31,t_x_333,0.3316796543199385,93,111.190316
3250,32,t_x_361,0.33157642028416945,92,111.218829
3251,33,t_x_75,0.3306908869598732,91,111.273452
3252,34,t_x_37,0.32979972676975927,32,111.313712
3253,35,t_x_62,0.32853857799150243,31,111.335601
3254,36,t_x_122,0.3281171678472218,30,111.357162
3255,37,t_x_411,0.32753300194262525,29,111.378859
3256,38,t_x_79,0.3273105193088242,28,111.400464
3257,34,t_x_37,0.32979972676975927,90,111.435391
3258,35,t_x_97,0.3290778133744423,89,111.489373
3259,36,t_x_150,0.3286823076073712,88,111.541385
3260,37,t_x_129,0.3285813450795422,87,111.595630
3261,38,t_x_62,0.32853857799150243,86,111.647890
3262,39,t_x_66,0.32837626014866994,85,111.700264
3263,40,t_x_122,0.3281171678472218,84,111.765084
3264,41,t_x_68,0.32792695399343874,83,111.816449
3265,42,t_x_176,0.32783752541092237,82,111.846869
3266,43,t_x_71,0.32765571981761243,81,111.898126
3267,44,t_x_411,0.32753300194262525,80,111.925818
3268,45,t_x_172,0.32742867952012167,79,111.954556
3269,46,t_x_331,0.3274126242838769,78,111.984458
3270,47,t_x_79,0.3273105193088242,77,112.012435
3271,48,t_x_19,0.32721141007081767,31,112.048849
3272,49,t_x_341,0.32680349009166004,30,112.070310
3273,50,t_x_366,0.32490447930058935,29,112.092132
3274,51,t_x_31,0.32473594029234726,28,112.113197
3275,48,t_x_19,0.32721141007081767,76,112.147528
3276,49,t_x_132,0.3268587771808999,75,112.196819
3277,50,t_x_341,0.32680349009166004,74,112.224552
3278,51,t_x_301,0.32545457191610666,73,112.251828
3279,52,t_x_366,0.32490447930058935,72,112.278226
3280,53,t_x_287,0.324896557933668,71,112.304496
3281,54,t_x_232,0.32481809607848655,70,112.330437
3282,55,t_x_245,0.32478719540614975,69,112.357011
3283,56,t_x_31,0.32473594029234726,68,112.384967
3284,57,t_x_18,0.3246724231025938,67,112.431453
3285,58,t_x_41,0.32432807218660503,66,112.457160
3286,59,t_x_35,0.323694450763153,65,112.502315
3287,60,t_x_328,0.3235503395467524,64,112.528346
3288,61,t_x_408,0.3235294581808897,63,112.554160
3289,62,t_x_131,0.32326796846853334,62,112.579600
3290,63,t_x_36,0.32315741763196254,61,112.604793
3291,64,t_x_27,0.3226116951650698,60,112.629829
3292,65,t_x_241,0.3213790574644039,59,112.673845
3293,66,t_x_91,0.32105979179969935,58,112.699166
3294,67,t_x_409,0.32060591343907036,57,112.724673
3295,68,t_x_324,0.3205857039195655,56,112.749563
3296,69,t_x_249,0.3203398526266621,55,112.774564
3297,70,t_x_317,0.32030211942610837,54,112.798939
3298,71,t_x_363,0.3201927993523778,53,112.823721
3299,72,t_x_92,0.3201060406698506,52,112.848516
3300,73,t_x_371,0.31997869627072717,51,112.872537
3301,74,t_x_158,0.3198822175572763,50,112.896815
3302,75,t_x_90,0.31975708337557535,49,112.920141
3303,76,t_x_29,0.31970262399898997,48,112.943691
3304,77,t_x_282,0.3196933056683402,47,112.967571
3305,78,t_x_93,0.31969098511900007,46,112.991521
3306,79,t_x_28,0.31963977817813943,45,113.015187
3307,80,t_x_370,0.3195182550040618,44,113.037254
3308,81,t_x_312,0.31948945754507085,43,113.060746
3309,82,t_x_160,0.31941654628814786,42,113.083336
3310,83,t_x_63,0.3193462006926152,41,113.106923
3311,84,t_x_250,0.31910493517402994,40,113.129341
3312,85,t_x_246,0.3190836364520209,39,113.153012
3313,86,t_x_33,0.31907745609654115,38,113.175716
3314,87,t_x_121,0.31900809173540023,37,113.198533
3315,88,t_x_321,0.3189184288017534,36,113.221368
3316,89,t_x_263,0.318706573347225,35,113.244255
3317,90,t_x_405,0.3184748756480654,34,113.266598
3318,91,t_x_364,0.31835288347826046,33,113.288495
3319,92,t_x_40,0.3182723724320793,32,113.310944
3320,93,t_x_96,0.3181829080367553,31,113.333211
3321,94,t_x_391,0.31818185738335797,30,113.355066
3322,4,t_x_337,0.37388420445038456,92,113.403640
3323,5,t_x_233,0.37287977458525207,91,113.459239
3324,6,t_x_84,0.37220052237281115,41,113.502438
3325,7,t_x_82,0.3697496709659753,40,113.525273
3326,8,t_x_335,0.35159119477102835,39,113.547004
3327,9,t_x_156,0.3322492503371881,38,113.580436
3328,10,t_x_417,0.33220260282135483,37,113.604249
3329,11,t_x_133,0.3319127428670663,36,113.626384
3330,12,t_x_333,0.3316796543199385,35,113.647355
3331,13,t_x_264,0.3315550653762067,34,113.668371
3332,14,t_x_332,0.33044324480598997,33,113.689570
3333,15,t_x_373,0.3291839228566644,32,113.710842
3334,16,t_x_434,0.32795547383667734,31,113.731950
3335,17,t_x_71,0.32765571981761243,30,113.753004
3336,18,t_x_236,0.3274205406343998,29,113.774705
3337,19,t_x_331,0.3274126242838769,28,113.804888
3338,6,t_x_84,0.37220052237281115,90,113.841033
3339,7,t_x_82,0.3697496709659753,89,113.895234
3340,8,t_x_117,0.3601698291273393,88,113.950152
3341,9,t_x_413,0.3576240767639526,87,113.982376
3342,10,t_x_118,0.3562705793325379,86,114.036400
3343,11,t_x_335,0.35159119477102835,85,114.089835
3344,12,t_x_67,0.33840693255154114,84,114.144744
3345,13,t_x_159,0.3369646913562073,83,114.197479
3346,14,t_x_330,0.3364988573519652,82,114.251625
3347,15,t_x_423,0.33279429776079117,28,114.291346
3348,15,t_x_178,0.33370108203626037,81,114.326168
3349,16,t_x_423,0.33279429776079117,80,114.378333
3350,17,t_x_156,0.3322492503371881,79,114.434795
3351,18,t_x_417,0.33220260282135483,78,114.486055
3352,19,t_x_268,0.3320393451891257,77,114.514008
3353,20,t_x_133,0.3319127428670663,76,114.565758
3354,21,t_x_333,0.3316796543199385,75,114.614079
3355,22,t_x_361,0.33157642028416945,74,114.662549
3356,23,t_x_264,0.3315550653762067,73,114.710882
3357,24,t_x_332,0.33044324480598997,72,114.759838
3358,25,t_x_373,0.3291839228566644,71,114.807428
3359,26,t_x_150,0.3286823076073712,70,114.853465
3360,27,t_x_62,0.32853857799150243,69,114.899728
3361,28,t_x_343,0.32851280584207715,68,114.945770
3362,29,t_x_153,0.32837066835719786,67,114.974526
3363,30,t_x_139,0.32800220097911803,66,115.019887
3364,31,t_x_434,0.32795547383667734,65,115.065039
3365,32,t_x_176,0.32783752541092237,64,115.109594
3366,33,t_x_148,0.32773032536471913,63,115.154100
3367,34,t_x_71,0.32765571981761243,62,115.197601
3368,35,t_x_236,0.3274205406343998,61,115.223206
3369,36,t_x_331,0.3274126242838769,60,115.268004
3370,37,t_x_145,0.32726340919038455,59,115.292993
3371,38,t_x_229,0.32710653484174335,58,115.317789
3372,39,t_x_239,0.32682813220844253,29,115.349649
3373,40,t_x_234,0.32669830148764506,28,115.381469
3374,39,t_x_239,0.32682813220844253,57,115.425310
3375,40,t_x_234,0.32669830148764506,56,115.467712
3376,41,t_x_260,0.32650316371008,55,115.508836
3377,42,t_x_237,0.32638683091703363,54,115.536525
3378,43,t_x_369,0.3257086592576262,53,115.576026
3379,44,t_x_226,0.3256741836549671,52,115.613182
3380,45,t_x_56,0.32519348547158655,51,115.649739
3381,46,t_x_340,0.32488452727089095,50,115.673695
3382,47,t_x_232,0.32481809607848655,49,115.697642
3383,48,t_x_336,0.32462792849298816,48,115.733805
3384,49,t_x_147,0.32449028000274377,47,115.757674
3385,50,t_x_225,0.32404935223887216,46,115.781006
3386,51,t_x_72,0.32396974378127846,45,115.816258
3387,52,t_x_53,0.323954494307468,44,115.840038
3388,53,t_x_251,0.32383884010279435,43,115.863605
3389,54,t_x_74,0.323802536529808,42,115.886912
3390,55,t_x_151,0.32337424325993264,41,115.910300
3391,56,t_x_338,0.32264023726710334,40,115.933221
3392,57,t_x_429,0.32064953327757917,39,115.956500
3393,58,t_x_324,0.3205857039195655,38,115.978906
3394,59,t_x_249,0.3203398526266621,37,116.000788
3395,60,t_x_143,0.3203363352962292,36,116.022997
3396,61,t_x_317,0.32030211942610837,35,116.045372
3397,62,t_x_231,0.32026074926974174,34,116.067296
3398,63,t_x_357,0.3201529313354039,33,116.088424
3399,64,t_x_155,0.3200636541751233,32,116.110610
3400,65,t_x_319,0.3196661549508256,31,116.132359
3401,66,t_x_235,0.3193493197656214,30,116.154361
3402,6,t_x_334,0.3669507080339,94,116.200260
3403,7,t_x_335,0.35159119477102835,41,116.246669
3404,8,t_x_330,0.3364988573519652,40,116.283253
3405,9,t_x_342,0.33409322479786047,39,116.318061
3406,10,t_x_333,0.3316796543199385,38,116.353570
3407,11,t_x_332,0.33044324480598997,37,116.388044
3408,12,t_x_343,0.32851280584207715,36,116.421418
3409,13,t_x_428,0.32790863073303644,35,116.455903
3410,14,t_x_411,0.32753300194262525,34,116.479023
3411,15,t_x_331,0.3274126242838769,33,116.502088
3412,16,t_x_341,0.32680349009166004,32,116.534821
3413,17,t_x_339,0.3264010485281532,31,116.560217
3414,18,t_x_226,0.3256741836549671,30,116.592515
3415,19,t_x_301,0.32545457191610666,29,116.615219
3416,20,t_x_340,0.32488452727089095,28,116.638119
3417,7,t_x_401,0.36639890123245006,93,116.674762
3418,8,t_x_88,0.36565753033657356,92,116.706611
3419,9,t_x_335,0.35159119477102835,91,116.764009
3420,10,t_x_83,0.3381592926679389,37,116.807945
3421,11,t_x_330,0.3364988573519652,36,116.830756
3422,12,t_x_342,0.33409322479786047,35,116.864507
3423,13,t_x_417,0.33220260282135483,34,116.897835
3424,14,t_x_333,0.3316796543199385,33,116.920456
3425,15,t_x_332,0.33044324480598997,32,116.953856
3426,16,t_x_426,0.32934656915668087,31,116.986897
3427,17,t_x_343,0.32851280584207715,30,117.009159
3428,18,t_x_331,0.3274126242838769,29,117.041242
3429,19,t_x_341,0.32680349009166004,28,117.064494
3430,10,t_x_83,0.3381592926679389,90,117.101253
3431,11,t_x_330,0.3364988573519652,89,117.157533
3432,12,t_x_342,0.33409322479786047,39,117.204200
3433,13,t_x_423,0.33279429776079117,38,117.238737
3434,14,t_x_417,0.33220260282135483,37,117.262382
3435,15,t_x_333,0.3316796543199385,36,117.285507
3436,16,t_x_332,0.33044324480598997,35,117.319244
3437,17,t_x_343,0.32851280584207715,34,117.352868
3438,18,t_x_400,0.3277550551348225,33,117.385944
3439,19,t_x_411,0.32753300194262525,32,117.409492
3440,20,t_x_331,0.3274126242838769,31,117.431680
3441,21,t_x_341,0.32680349009166004,30,117.463984
3442,22,t_x_339,0.3264010485281532,29,117.485978
3443,23,t_x_432,0.32631918216853084,28,117.510054
3444,12,t_x_342,0.33409322479786047,88,117.547656
3445,13,t_x_417,0.33220260282135483,42,117.586854
3446,14,t_x_333,0.3316796543199385,41,117.613619
3447,15,t_x_213,0.33049205655507957,40,117.648834
3448,16,t_x_332,0.33044324480598997,39,117.672433
3449,17,t_x_426,0.32934656915668087,38,117.706454
3450,18,t_x_343,0.32851280584207715,37,117.729547
3451,19,t_x_428,0.32790863073303644,36,117.763938
3452,20,t_x_411,0.32753300194262525,35,117.787489
3453,21,t_x_331,0.3274126242838769,34,117.810138
3454,22,t_x_341,0.32680349009166004,33,117.832177
3455,23,t_x_339,0.3264010485281532,32,117.866106
3456,24,t_x_340,0.32488452727089095,31,117.887614
3457,25,t_x_232,0.32481809607848655,30,117.920635
3458,26,t_x_336,0.32462792849298816,29,117.942761
3459,27,t_x_328,0.3235503395467524,28,117.964984
3460,13,t_x_423,0.33279429776079117,87,118.002140
3461,14,t_x_417,0.33220260282135483,86,118.056540
3462,15,t_x_333,0.3316796543199385,85,118.112462
3463,16,t_x_332,0.33044324480598997,36,118.152844
3464,17,t_x_343,0.32851280584207715,35,118.186635
3465,18,t_x_411,0.32753300194262525,34,118.219794
3466,19,t_x_331,0.3274126242838769,33,118.243100
3467,20,t_x_341,0.32680349009166004,32,118.275914
3468,21,t_x_339,0.3264010485281532,31,118.297971
3469,22,t_x_340,0.32488452727089095,30,118.319558
3470,23,t_x_336,0.32462792849298816,29,118.340747
3471,24,t_x_225,0.32404935223887216,28,118.362719
3472,16,t_x_213,0.33049205655507957,84,118.400012
3473,17,t_x_332,0.33044324480598997,83,118.454674
3474,18,t_x_343,0.32851280584207715,35,118.494897
3475,19,t_x_45,0.32813523944670725,34,118.519698
3476,20,t_x_411,0.32753300194262525,33,118.542645
3477,21,t_x_331,0.3274126242838769,32,118.565228
3478,22,t_x_341,0.32680349009166004,31,118.597406
3479,23,t_x_339,0.3264010485281532,30,118.619189
3480,24,t_x_226,0.3256741836549671,29,118.650434
3481,25,t_x_340,0.32488452727089095,28,118.672430
3482,18,t_x_426,0.32934656915668087,82,118.708081
3483,19,t_x_343,0.32851280584207715,81,118.760460
3484,20,t_x_400,0.3277550551348225,29,118.800488
3485,21,t_x_411,0.32753300194262525,28,118.823441
3486,20,t_x_45,0.32813523944670725,80,118.859455
3487,21,t_x_374,0.32811552122135923,79,118.911665
3488,22,t_x_428,0.32790863073303644,78,118.963860
3489,23,t_x_400,0.3277550551348225,77,118.992853
3490,24,t_x_411,0.32753300194262525,76,119.022298
3491,25,t_x_331,0.3274126242838769,75,119.071944
3492,26,t_x_341,0.32680349009166004,74,119.122897
3493,27,t_x_339,0.3264010485281532,73,119.174674
3494,28,t_x_432,0.32631918216853084,72,119.226046
3495,29,t_x_226,0.3256741836549671,71,119.253936
3496,30,t_x_301,0.32545457191610666,70,119.281788
3497,31,t_x_340,0.32488452727089095,69,119.309667
3498,32,t_x_232,0.32481809607848655,68,119.359155
3499,33,t_x_336,0.32462792849298816,67,119.386792
3500,34,t_x_225,0.32404935223887216,66,119.433982
3501,35,t_x_1,0.3237047946964038,65,119.461723
3502,36,t_x_328,0.3235503395467524,64,119.489184
3503,37,t_x_181,0.32346568703913375,63,119.515925
3504,38,t_x_304,0.3231550820374737,62,119.561993
3505,39,t_x_419,0.323059624125218,61,119.589135
3506,40,t_x_415,0.32298385976283783,60,119.618475
3507,41,t_x_338,0.32264023726710334,59,119.663515
3508,42,t_x_433,0.3218899203392841,58,119.706859
3509,43,t_x_6,0.32156760061632716,57,119.733136
3510,44,t_x_324,0.3205857039195655,56,119.772221
3511,45,t_x_4,0.32030328407467384,55,119.798721
3512,46,t_x_317,0.32030211942610837,54,119.824994
3513,47,t_x_435,0.32023988121854285,53,119.850699
3514,48,t_x_11,0.32017864898743276,52,119.875378
3515,49,t_x_447,0.3201059070916388,51,119.900829
3516,50,t_x_449,0.3200522998991134,50,119.925574
3517,51,t_x_222,0.31980409393388687,49,119.950598
3518,52,t_x_379,0.31970047243472205,48,119.988243
3519,53,t_x_436,0.3195203958746361,47,120.012813
3520,54,t_x_252,0.31946986491772833,46,120.037084
3521,55,t_x_238,0.3192659625599451,45,120.062068
3522,56,t_x_281,0.3191887990043659,44,120.086835
3523,57,t_x_329,0.3191806753137926,43,120.110692
3524,58,t_x_188,0.31901848908761204,42,120.135073
3525,59,t_x_344,0.31900478376110813,41,120.159284
3526,60,t_x_263,0.318706573347225,40,120.182694
3527,61,t_x_52,0.3186162959873259,39,120.205726
3528,62,t_x_276,0.3183400161444687,38,120.229413
3529,63,t_x_424,0.3182253669639071,37,120.252958
3530,64,t_x_47,0.3182127841880249,36,120.276255
3531,65,t_x_381,0.3181293905266548,35,120.299183
3532,66,t_x_448,0.31809788928887106,34,120.322806
3533,67,t_x_230,0.3177190400122357,33,120.345789
3534,68,t_x_412,0.317504401176674,32,120.368809
3535,69,t_x_48,0.317348783240459,31,120.391034
3536,70,t_x_224,0.31695016743775284,30,120.412901
